"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"alpha[4,6]",0.577291110764065,0.00708750854181403,0.922917286346142,-1.21673912279551,-0.0493688144021975,0.569664056724262,1.20756332625975,2.38807665366819,16956.5841808027,0.9999808615903
"alpha[4,7]",0.235407090123153,0.00352619731255906,0.377672511529811,-0.476675961646076,-0.0168570407383523,0.222101310241984,0.479731381414106,1.01968990172307,11471.4292899915,1.00003268791988
"alpha[4,8]",0.99345580492463,0.00781138296696045,0.833163642349213,-0.623531720107264,0.426709851706955,0.991876868732866,1.56970836523064,2.60080090919709,11376.3975216913,0.999803265625928
"alpha[5,1]",0.85674314950095,0.00549528534973273,0.552578974381708,-0.116460185707872,0.467706180271644,0.819971186870506,1.20507771137363,2.04768282553628,10111.3283742848,0.999817368636355
"alpha[5,2]",-0.0425001995889559,0.00776223520403675,0.974007076020872,-1.97426506858484,-0.701435098092205,-0.0381782860670417,0.617944325609076,1.85603835598953,15745.2886803156,0.999979795115131
"alpha[5,3]",-0.243713176058601,0.00760660419465356,0.983296972134121,-2.17731173606197,-0.897874804165607,-0.246655188494873,0.420718498295627,1.71049797583561,16710.4354269007,0.999870392715237
"alpha[5,4]",0.819521850900085,0.00653227126465858,0.555178775244031,-0.237106111294908,0.442345264282586,0.809800014977273,1.18174384818103,1.94843177455732,7223.32717445358,1.00000359062221
"alpha[5,5]",-1.22803679058642,0.00529254546332356,0.333565455564683,-1.925143727599,-1.44374440872619,-1.2135366831515,-0.999228376374084,-0.605644778574989,3972.21678133733,1.00025653592262
"alpha[5,6]",0.273546309358659,0.00779575843679276,0.998756909528832,-1.67788335223183,-0.402941929466633,0.274029789870736,0.952262144169005,2.22877915365478,16413.5622610351,0.999859840841449
"alpha[5,7]",2.63591089540349,0.00763154980677845,0.799044347138177,1.08658594946576,2.09777168114813,2.63679111742651,3.18174974304527,4.19312446008118,10962.6684809522,0.999885206953839
"alpha[5,8]",0.867165577118329,0.00728308210425879,0.885781426764935,-0.860333383146215,0.274568827954507,0.866822533672429,1.46461698051814,2.58295477703278,14791.8579501264,0.999957627471657
"alpha[6,1]",-0.0883159107552483,0.00140550980187622,0.0786539145832787,-0.239218600387409,-0.139837441778757,-0.0913863091817726,-0.0389288021070886,0.0734827090586569,3131.64789920895,1.00041068936604
"alpha[6,2]",0.0259072605346354,0.00046690201586179,0.0437019089827308,-0.0558619877270465,-0.00390941204111635,0.0248854073623579,0.0542365674894294,0.114029451236159,8760.91200669443,1.00034763279967
"alpha[6,3]",0.0205141202600746,0.000255113888568101,0.0183543302929521,-0.0107645661256298,0.00812742778820962,0.0186787818082914,0.0313214917550814,0.0615663281396309,5176.17416012856,1.00046324200058
"alpha[6,4]",-0.172185027031118,0.00148359543263844,0.0952695367553005,-0.38605390894984,-0.226621794467198,-0.163932564819764,-0.108160925395836,-0.00649421080241423,4123.60570371359,1.00006838288106
"alpha[6,5]",0.0505866144095464,0.000599783084372998,0.0524832735389573,-0.045144879713671,0.0150848409937136,0.0468220399719904,0.0831300492063681,0.164069449906977,7656.90756826804,0.999980797577844
"alpha[6,6]",0.016374309688638,0.000256475690004651,0.0144850134765654,-0.01365793525612,0.00727975899571933,0.0167632504368029,0.0258782709842368,0.0442037974121138,3189.66735384355,1.00046934225487
"alpha[6,7]",0.114199619880867,0.00204611698839644,0.172359996715556,-0.184489900249783,-0.00505103384911069,0.0992345199079601,0.219753870915683,0.493627526072165,7095.97426602007,1.00014440532157
"alpha[6,8]",0.0589077040743284,0.000621235357884216,0.0426199382764632,-0.0123171075472953,0.029677541215276,0.0546047692386654,0.0841289811001807,0.153687700999058,4706.66514074258,1.0001210954922
"alpha[7,1]",-0.517458857071322,0.00304068213795279,0.207706096568652,-0.943958635192286,-0.649582388946317,-0.510429245364997,-0.376668496144295,-0.127009208751525,4666.12578950619,1.0000524143472
"alpha[7,2]",2.30746423829187,0.00710048713361412,0.721820090232262,0.906275782694849,1.82086920754449,2.29987082351131,2.7927109252544,3.72722133951701,10334.313721285,1.00018800286905
"alpha[7,3]",0.0170337178621796,0.00424517428550499,0.35517918700841,-0.636649621134136,-0.213808837831708,-0.00844395760089656,0.223189168322339,0.791827454695333,7000.09554605971,0.999960589690388
"alpha[7,4]",-0.578714821971402,0.00299149044636032,0.15730353225151,-0.955731689309969,-0.661426957053117,-0.568343430210178,-0.476445143229197,-0.314738594957395,2765.0418518808,1.00071646327895
"alpha[7,5]",0.284976414865135,0.00254042869544948,0.177331978194023,-0.0135996409721004,0.165109493398831,0.269582013326051,0.383134868110902,0.692926556665797,4872.59256537303,0.99989236967939
"alpha[7,6]",0.192328732173739,0.00477833806912468,0.32146725047153,-0.474059525040577,-0.00949422688113946,0.204431210909259,0.404095319507002,0.794944888012377,4526.05393977227,0.999830523718202
"alpha[7,7]",0.211431936051223,0.00116741274346547,0.0753314083151389,0.0814100646431085,0.158498830825543,0.205451848360046,0.257627928087419,0.377711718682829,4163.92898137513,1.00061406604518
"alpha[7,8]",0.982071525688819,0.0064457737477718,0.645622936442309,-0.231196291267546,0.536948890081897,0.968314780120769,1.40620419229644,2.27843608991854,10032.4680853827,0.999851527660612
"alpha[8,1]",-0.427140964494371,0.0079496856129442,0.748335885646303,-1.91082689971614,-0.924455980477843,-0.427410365459545,0.0692007278839457,1.06132195995049,8861.21422256874,0.99994993127394
"alpha[8,2]",1.40650436530542,0.0058546972117766,0.56700757528406,0.343324216512619,1.00962712280713,1.39617190423782,1.77370017966875,2.57191633849456,9379.26579395666,1.00022741292756
"alpha[8,3]",-0.638856133448166,0.00453013264447121,0.253196575959998,-1.22979152620016,-0.782004132660786,-0.600376337456297,-0.454109170867928,-0.263312927521406,3123.87623724129,1.00102559925027
"alpha[8,4]",0.249765332739889,0.00894601197451874,0.856334721548104,-1.41207574093924,-0.337570252375737,0.241943398013752,0.824005629418647,1.96024370268017,9162.79893904237,0.999883121693335
"alpha[8,5]",0.0315281372987192,0.00572816399905308,0.504298811629164,-0.925203361537258,-0.303934573328657,0.0188186701561049,0.357868897487586,1.05785455100253,7750.77272998402,0.999828732040514
"alpha[8,6]",0.371903502107824,0.00252659772813701,0.22537698733351,-0.0169954551111441,0.214404459227401,0.355772295948277,0.51043239008173,0.868813207089075,7956.9556232547,1.00027456602602
"alpha[8,7]",0.635813972505252,0.0083019209085572,0.943638764484573,-1.19327721968994,-0.00698926484963117,0.634455683192478,1.28442346167065,2.48469275452205,12919.757538058,0.99979436249922
"alpha[8,8]",0.0806072054076382,0.000886758247732154,0.0723686308390256,-0.0494413498812178,0.0313743574378334,0.0758130549208052,0.125861192791135,0.236571959280116,6660.24552304941,1.00053648022613
"b",0.191467301679913,0.000960808829179562,0.0303276367325232,0.133365890980813,0.170852217590495,0.191100945589294,0.211640192061061,0.253162575800031,996.329910399907,1.0017537010716
"eps_p_raw[1]",0.200922618981726,0.0084463378970023,0.933199573486118,-1.64954814676977,-0.431245465719953,0.2006215013301,0.824653769686948,2.03107046952768,12207.0903884647,0.999860498387333
"eps_p_raw[2]",0.0591460179393591,0.00820659048595802,0.935646211142681,-1.79984932703932,-0.558472422370634,0.0659287510617431,0.693639417053838,1.89328862520672,12998.6365793274,0.999806600307968
"eps_p_raw[3]",0.0231066574218796,0.00824165978876693,0.9337285241928,-1.81465916090892,-0.59513652974372,0.0303849693204268,0.64820112434599,1.86277569083021,12835.4732529277,1.00006261474253
"eps_p_raw[4]",0.115679207128733,0.00872508140016563,0.919764924705592,-1.72349623107039,-0.498769415325973,0.107337215864255,0.736977279702589,1.91802075548582,11112.5751936717,0.999830744854632
"eps_p_raw[5]",0.216558202224943,0.00922701546495017,0.94134608415393,-1.62560293286828,-0.424416777041307,0.218866640270651,0.860366784091627,2.04739426592166,10408.2123378017,1.00016538410718
"eps_p_raw[6]",0.151025818181236,0.0078829492132527,0.969520456910299,-1.76524158558169,-0.503190404731706,0.164667238688217,0.809930028664163,2.0270032328655,15126.4319211043,1.00048533888968
"eps_p_raw[7]",-0.13114866560538,0.00803251349490484,0.947636074027795,-1.96278002415,-0.773027780496329,-0.130222056636404,0.516398394451637,1.72468963352049,13918.1092747653,0.999882160597363
"eps_p_raw[8]",-0.231517085953474,0.00877238575474517,0.969905033688006,-2.1138072627174,-0.888156029303596,-0.238315674962559,0.413904241513952,1.69959513439796,12224.2714322668,0.999795655394403
"eps_p_raw[9]",0.181469342856156,0.00828310037034093,0.953431033818242,-1.7007320224935,-0.45023677681961,0.184920691587178,0.830210838225721,1.99812347539918,13249.2934768866,0.999878386208042
"eps_p_raw[10]",0.0986405900893025,0.00796942263181157,0.939986534557451,-1.7402164523966,-0.53875277239533,0.10004645384705,0.728625053567209,1.96889549831841,13911.9992963616,1.00005036789004
"eps_p_raw[11]",-0.228073273189166,0.00904541344584972,0.867896875157317,-1.90997748765015,-0.809426296548699,-0.228054122303778,0.352975845632806,1.47103776722163,9206.17878796751,1.00040839751715
"eps_p_raw[12]",-0.250730621512506,0.00902524072526714,0.890698630392015,-1.96263020976013,-0.850164634901011,-0.260460203343642,0.332789936173649,1.55187798747216,9739.66412032073,0.999971720288596
"eps_p_raw[13]",-0.267922378346984,0.0096410297782607,0.955579346750103,-2.15277284311559,-0.915879624280251,-0.26455739999,0.35823098862615,1.61030844109173,9823.96170171068,1.00000604746988
"eps_p_raw[14]",-0.0894296858411415,0.00870360375026971,0.961442693480627,-1.94005661413041,-0.745288303372535,-0.0836684140842256,0.547358353203181,1.80196919729732,12202.4935118213,0.999982059857117
"eps_p_raw[15]",-0.254076174458728,0.00920230874600144,0.947345087722885,-2.08626780127796,-0.905176841737311,-0.256288677486356,0.383933946350827,1.65479750576898,10597.9731453776,0.99992146891458
"eps_p_raw[16]",0.269896028620894,0.0094968735182032,0.97989666042157,-1.68100883349546,-0.37725454211936,0.279353752029047,0.923608334330432,2.2049557187384,10646.3134142447,0.999886311704682
"eps_p_raw[17]",0.343485032078517,0.0101444553097024,0.954308905917497,-1.50826170877574,-0.298387975325253,0.343622545997733,0.983951191797666,2.22053948059019,8849.53573176373,1.00001347571998
"eps_p_raw[18]",-0.201534593836574,0.00927629352857727,0.872062284734106,-1.91390438320451,-0.784692406403624,-0.206633546355949,0.362598730014158,1.55093654115639,8837.83814576752,0.999922882150565
"eps_p_raw[19]",-0.238977718797584,0.00931659285830517,0.890534021140785,-1.96814495705026,-0.835300622971077,-0.255041144513716,0.335151206906692,1.60408314972505,9136.64597227009,1.00041138935027
"eps_p_raw[20]",0.149129127462245,0.00841431829847481,0.94842230098272,-1.71795050564884,-0.477831697476532,0.140459963820877,0.784570583367838,2.03250427770562,12704.7358983295,0.999872992813147
"eps_p_raw[21]",0.161018750289452,0.00872228140939024,0.934361609460708,-1.68917287171934,-0.472841594953158,0.17356354104383,0.791582786123603,1.94274888860411,11475.4515451069,1.00003947429575
"eps_p_raw[22]",-0.295167214342485,0.00894780444220616,0.959688370212534,-2.17242845037826,-0.938086636757145,-0.295131321522344,0.354426078703919,1.60418247262364,11503.4337628612,1.00020881603362
"eps_p_raw[23]",-0.288618808490979,0.00970930464656376,0.967553124093018,-2.1576916378485,-0.944647690494821,-0.29299798561743,0.353189091032362,1.63987190753294,9930.55184242498,1.0001724009623
"eps_p_raw[24]",-0.11961988373414,0.00793697398671794,0.953385130475217,-1.9770396693073,-0.758465151263242,-0.1334525029124,0.523065995577859,1.74342498536889,14428.6877325331,0.999830647309636
"eps_p_raw[25]",-0.200964205347768,0.00874547107913183,0.936884934229679,-2.04486085026231,-0.81706904496235,-0.207802301161195,0.400226682727469,1.67619074655934,11476.4110412793,0.999895707310428
"eps_p_raw[26]",0.29546281571707,0.00934641691491514,0.944227705848997,-1.57478549306675,-0.34082466317015,0.299484096843157,0.940705321483838,2.12259466134741,10206.1789713612,0.999879292966973
"eps_p_raw[27]",-0.235906701439984,0.0087188476860212,0.945597029045895,-2.06608556886592,-0.878774025241349,-0.244823878703423,0.394423865686136,1.6307201973279,11762.3477880667,1.00006397174789
"eps_p_raw[28]",-0.218506658351151,0.00869268542176618,0.952335509976527,-2.05617813303131,-0.875505908075032,-0.222684286890651,0.42739180771964,1.63052473660164,12002.5087147563,1.00010154889382
"eps_p_raw[29]",-0.224582306141012,0.00792786796426184,0.960759776950563,-2.09841546485942,-0.889650101145034,-0.220801996721875,0.418891124793654,1.67896289137826,14686.4492289379,0.999955167547961
"eps_p_raw[30]",-0.338708610864829,0.00917604650436646,0.945106496823308,-2.16282703252292,-0.980044569904421,-0.35257857874109,0.30406134639225,1.54211828321775,10608.4097339521,1.0005470056223
"eps_p_raw[31]",-0.430402019842032,0.0107208573445758,0.957381295682143,-2.26971228577187,-1.07660828639418,-0.442677740589071,0.21452818195654,1.47721648503006,7974.63551489721,1.00045911421421
"eps_p_raw[32]",0.0758066242747091,0.00874523583675103,0.93444696299606,-1.76279241065543,-0.541248452029722,0.0830551908723699,0.713310623716523,1.88333913590014,11417.3749116568,0.999943323925178
"eps_p_raw[33]",-0.258974804518941,0.00965546181163471,0.960746967449809,-2.11892756487989,-0.907512916559302,-0.257718208235799,0.388958923361817,1.63958789358645,9900.83775080616,1.00015469578068
"eps_p_raw[34]",-0.0128059426648851,0.00842979274746936,0.937856922906053,-1.85835418054251,-0.64052038224268,-0.0210455182461212,0.629145000875384,1.82170567412472,12377.6837563278,0.99987922466263
"eps_p_raw[35]",0.477458630106277,0.0114702577993972,0.985009719376941,-1.47765541448533,-0.178623246176797,0.485755605488899,1.13465739375832,2.38034658491037,7374.53555256243,1.00007214900236
"eps_p_raw[36]",0.153041996866796,0.00851835179519038,0.951211631482776,-1.71726858738289,-0.482677226850301,0.148217747630093,0.788955084631459,1.99924955647441,12469.3312100927,0.999938717945222
"eps_p_raw[37]",-0.332496274372986,0.0107648254997622,0.975661487938566,-2.20787693851526,-0.997274907369906,-0.347699305864927,0.327500316328125,1.58987205047178,8214.56057766897,1.00036310727707
"eps_p_raw[38]",0.0915754066604135,0.00777014012461261,0.955555051817483,-1.81038489033269,-0.545444454989955,0.0876202782747339,0.722026895227356,1.98529552264932,15123.5492195477,0.999875120927404
"eps_p_raw[39]",-0.651050236056119,0.0132011882011978,1.00015529440812,-2.58075430365349,-1.33583000544492,-0.652224318565985,0.0285633370486816,1.31787205530025,5739.959543395,1.00016295258737
"eps_p_raw[40]",-0.346981856740161,0.0104276105971506,0.993835615119779,-2.27791775625921,-1.01110340689249,-0.356271735360618,0.308861245845231,1.63694906108324,9083.63139503426,0.999915939466206
"eps_p_raw[41]",0.000970004603356886,0.00789438343702049,0.955681650706815,-1.87957606883101,-0.631857836764466,0.00802994456510872,0.640455484093789,1.89300516471223,14655.1430447872,0.999933617333528
"eps_p_raw[42]",0.0861008522747774,0.0083887447609252,0.943922398723267,-1.77417423768521,-0.542916208418919,0.0973289545949645,0.723225909122657,1.9151963155676,12661.309421143,0.99983446902537
"eps_p_raw[43]",-0.423438322502577,0.0112776861572619,0.976631810779314,-2.33157057252967,-1.08320260501538,-0.419947362122064,0.226841650634485,1.5115335922632,7499.31718902538,1.00009981094092
"eps_p_raw[44]",0.377861690192592,0.00966461726418791,0.969011687904535,-1.54331613051829,-0.276825661642498,0.397249219250931,1.03904882463814,2.23050275856917,10052.8386254645,1.00023292194714
"eps_p_raw[45]",0.533060355258151,0.0123447239984837,1.01182074340687,-1.45548331868544,-0.138961613054693,0.530810328086476,1.21362627401998,2.48222669177954,6718.0678905178,1.00040622819043
"eps_p_raw[46]",-0.439500893516033,0.0104930010123352,0.88775182021796,-2.14530858774936,-1.03761077872071,-0.459883164383764,0.138211025247461,1.38114351972876,7157.86846404526,1.00011556369664
"eps_p_raw[47]",-0.227063944441015,0.00928809708636981,0.959600278069067,-2.11833778702864,-0.878687544612192,-0.224114719654112,0.417936521943236,1.6551455291658,10674.0009621847,0.99992939135235
"eps_p_raw[48]",-0.482025205878823,0.0110371210266032,0.973880523293168,-2.32717720698513,-1.16048923874291,-0.491109092482655,0.174587940259389,1.45229924038347,7785.73739424633,1.00012607256732
"eps_p_raw[49]",-0.0719077585154666,0.00815068755201512,0.962540287466205,-1.9779311957425,-0.712817399312468,-0.0730380720732393,0.573516759401311,1.83246485253463,13945.9897524355,0.999907594044211
"eps_p_raw[50]",-0.111405222200388,0.00836039885244076,0.951229727303352,-1.9882920020213,-0.755005540941779,-0.0926662620446965,0.529577486040936,1.72994475293957,12945.4405423195,1.00016987671993
"eps_p_raw[51]",0.37853461456087,0.0101822130310067,0.956075373851749,-1.52747688663029,-0.262443371541154,0.38928865068586,1.03771434665966,2.19358915278464,8816.57499143673,1.0001864617109
"eps_p_raw[52]",0.539130179422958,0.012130317218319,0.972809981402203,-1.41088943614354,-0.108557074589841,0.553533548138163,1.20074606918838,2.39452882707176,6431.49178983382,1.00023033043931
"eps_p_raw[53]",-0.441498382452063,0.0109311859820931,0.985323326689337,-2.34941781683953,-1.10442085444403,-0.457662604493145,0.215623640971616,1.50168367446182,8124.99237552673,1.00077115442686
"eps_p_raw[54]",-0.44777842058102,0.0118448576759943,0.973818995971712,-2.34223388356513,-1.11272530880495,-0.449886232923436,0.208529660951588,1.46673828198434,6759.22324075856,1.0003044552363
"eps_p_raw[55]",-0.0362922251300259,0.00795942893905463,0.971726209944161,-1.92880683426886,-0.683928041603705,-0.0431428525912964,0.606857221996073,1.89304045210419,14904.7266077174,1.00009207115507
"eps_p_raw[56]",-0.0649936167470519,0.00919842987250105,0.848781632968544,-1.73461398827196,-0.617205212600164,-0.0597291473337598,0.498712724627007,1.59722174585983,8514.60573463198,0.999852607486823
"eps_p_raw[57]",0.455123228456165,0.0109841446101278,0.895546964238465,-1.36676284277015,-0.133957159263289,0.483163191738065,1.0591979888301,2.13693870993082,6647.2842173247,1.00034859028929
"eps_p_raw[58]",0.0658348508907879,0.00821091985060296,0.932215137589889,-1.76528753085949,-0.567549398975685,0.0704585821200572,0.708349335264882,1.86347435243857,12889.8741155374,0.999910799859306
"eps_p_raw[59]",0.439222427329308,0.0101603261035826,0.951215372829992,-1.48461368407935,-0.184457848928567,0.448993946221097,1.08584216984451,2.28204455938576,8764.80839280494,1.00011216086467
"eps_p_raw[60]",0.121232445177812,0.00934276261083108,0.85850401825484,-1.57912211049693,-0.446368178843492,0.122452436040171,0.69655889191057,1.79318318095924,8443.72414148653,1.00006305037668
"eps_p_raw[61]",-0.54096986540122,0.0115772426172482,0.883494882767062,-2.23449843678905,-1.12419895552161,-0.555243045016036,0.013438159240069,1.26648147887123,5823.68407948389,0.999960847744099
"eps_p_raw[62]",-0.254927048422298,0.00968915054191829,0.860280341019565,-1.94421270056768,-0.825211402936337,-0.257236572662681,0.303584694237181,1.48415274633606,7883.30972664412,1.00010085531619
"eps_p_raw[63]",0.524041186412136,0.00992359763172708,0.854818707942083,-1.25539144620621,-0.0153452251375887,0.553572604689454,1.09062920413994,2.14298675722014,7420.09973793222,1.00071949350889
"eps_p_raw[64]",0.269467867386458,0.00918121305966421,0.974808752935203,-1.64730718202028,-0.382796420819312,0.280508480165589,0.927473091131911,2.170223006429,11272.9792784799,0.999881352660344
"eps_p_raw[65]",1.04123754470222,0.0139718985674056,0.889990602028288,-0.823761681627529,0.477009821244289,1.09086442292494,1.64651109001277,2.68112183167134,4057.51368389127,1.00099446839867
"eps_p_raw[66]",-0.328202289758504,0.0100355301404245,0.969313562932266,-2.1998551230918,-0.974940806237941,-0.332764559139249,0.302257484188114,1.61957383024579,9329.27596390442,1.00006990411274
"eps_p_raw[67]",0.632695300849305,0.0107978243930848,0.848589935641382,-1.10136031691288,0.0970586706406038,0.659756636380243,1.20832355324936,2.24249319735056,6176.22676387102,1.00056690540186
"eps_p_raw[68]",0.0469407116550386,0.0084181558380117,0.934353922908689,-1.81295712490647,-0.588056767377995,0.0592368416778545,0.684227808997512,1.83780660393679,12319.3814950277,0.999896065592739
"eps_p_raw[69]",0.440794153394491,0.00988348477494778,0.827785357923283,-1.27273567136333,-0.0779081942078465,0.46007284339017,0.988022839015257,2.0310721708893,7014.79986999428,1.00016731866903
"eps_p_raw[70]",0.490724429563267,0.011548681587995,1.00429326579403,-1.50721273273505,-0.192829627277269,0.501695036059173,1.17903150704528,2.42658993489022,7562.3415159747,1.00056181967419
"eps_p_raw[71]",0.116251396077005,0.00854081948991826,0.948946795456339,-1.76752138894363,-0.51284364297583,0.126792416947507,0.755687690272897,1.97195770301215,12344.8165583121,0.999916774647502
"eps_p_raw[72]",0.103508410177783,0.00784527761015838,0.976358003779016,-1.78493518935148,-0.556419951589184,0.105513333122155,0.750012127671721,1.99871965527657,15488.2214520597,0.999876968522122
