"","ID_focal","biomass","biomass_next","growth","NB1","NB2","NB3","NB4","NB5","NB6","NB7","NB8","sp_NB1","sp_NB2","sp_NB3","sp_NB4","sp_NB5","sp_NB6","sp_NB7","sp_NB8","plot_richness","sp","plotID_1","plotID_2","year","spp","spy"
"631",260,73.75717349,126.4867249,52.72955141,5.398984055,68.43449087,19.10166873,12.14771412,43.10767776,3.78876074,43.10767776,4.125539473,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",3,"Quercus fabri F30","Quercus fabri 3"
"632",260,79.84023935,329.6984858,249.85824645,44.46531702,361.2807008,116.0307977,93.77182832,222.4120953,3.867693256,181.6204291,26.52132518,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",5,"Quercus fabri F30","Quercus fabri 5"
"633",261,8.756247044,31.45723848,22.700991436,2.565306751,2.170644174,3.220446629,4.546512888,0.355196319,2.652132518,2.104867078,0.231535379,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",1,"Quercus fabri F30","Quercus fabri 1"
"634",261,31.45723848,43.10767776,11.65043928,34.03570065,45.18097183,14.96297384,19.73839102,2.083818407,31.45723848,3.867693256,2.631083847,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",2,"Quercus fabri F30","Quercus fabri 2"
"635",261,43.10767776,86.24561298,43.13793522,68.43449087,19.10166873,53.22682623,73.75717349,3.157300617,43.10767776,4.125539473,7.348617186,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",3,"Quercus fabri F30","Quercus fabri 3"
"636",261,86.24561298,222.4120953,136.16648232,222.3265851,60.52545283,112.7827247,126.4867249,12.7870675,113.3352523,16.31271985,15.26028631,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",4,"Quercus fabri F30","Quercus fabri 4"
"637",262,0.355196319,2.083818407,1.728622088,2.170644174,3.220446629,4.072917796,8.756247044,1.599698979,2.104867078,0.231535379,6.96184786,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",1,"Quercus fabri F30","Quercus fabri 1"
"638",262,2.083818407,3.157300617,1.07348221,45.18097183,14.96297384,20.25934562,31.45723848,5.493703073,3.867693256,2.631083847,29.92594768,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",2,"Quercus fabri F30","Quercus fabri 2"
"639",262,3.157300617,12.7870675,9.629766883,19.10166873,53.22682623,30.31008592,43.10767776,25.3452307,4.125539473,7.348617186,76.03832319,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",3,"Quercus fabri F30","Quercus fabri 3"
"640",262,12.7870675,165.8273483,153.0402808,60.52545283,112.7827247,105.4301608,86.24561298,19.20691209,16.31271985,15.26028631,115.7676893,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",4,"Quercus fabri F30","Quercus fabri 4"
"641",262,46.41231907,113.6628222,67.25050313,173.7238887,217.0644174,295.6285811,179.6405385,79.78498659,48.54349698,52.09546018,383.6120249,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",6,"Quercus fabri F30","Quercus fabri 6"
"642",263,0.673557465,3.599322703,2.925765238,3.409884666,0.639353375,4.546512888,3.315165648,2.652132518,2.565306751,14.49200983,23.15353786,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",1,"Quercus fabri F30","Quercus fabri 1"
"643",263,3.599322703,3.78876074,0.189438037,14.96297384,11.83987731,19.73839102,15.26028631,31.45723848,19.70155585,20.78556239,60.3833743,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",2,"Quercus fabri F30","Quercus fabri 2"
"644",263,3.031008592,3.867693256,0.836684664,6.440893258,23.49031659,126.4867249,63.3144017,113.3352523,171.4558945,148.519421,177.3140026,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",4,"Quercus fabri F30","Quercus fabri 4"
"645",263,3.867693256,4.078179963,0.210486707,26.67919021,93.77182832,79.84023935,266.7919021,181.6204291,738.9267431,402.9669355,501.0636079,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",5,"Quercus fabri F30","Quercus fabri 5"
"646",264,2.652132518,31.45723848,28.805105962,0.639353375,4.546512888,8.756247044,0.673557465,2.104867078,14.49200983,23.15353786,5.672616775,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",1,"Quercus fabri F30","Quercus fabri 1"
"647",264,31.45723848,43.10767776,11.65043928,11.83987731,19.73839102,31.45723848,3.599322703,3.867693256,20.78556239,60.3833743,11.93459633,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",2,"Quercus fabri F30","Quercus fabri 2"
"648",264,43.10767776,113.3352523,70.22757454,12.14771412,73.75717349,43.10767776,3.78876074,4.125539473,104.4803396,76.03832319,7.735386511,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",3,"Quercus fabri F30","Quercus fabri 3"
"649",264,113.3352523,181.6204291,68.2851768,23.49031659,126.4867249,86.24561298,3.031008592,16.31271985,148.519421,177.3140026,5.967298166,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",4,"Quercus fabri F30","Quercus fabri 4"
"650",264,181.6204291,316.4220367,134.8016076,93.77182832,79.84023935,222.4120953,3.867693256,26.52132518,402.9669355,501.0636079,9.024617597,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",5,"Quercus fabri F30","Quercus fabri 5"
"651",264,316.4220367,576.9532748,260.5312381,85.9233052,329.6984858,179.6405385,4.078179963,48.54349698,844.3963702,870.025758,5.754180374,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",6,"Quercus fabri F30","Quercus fabri 6"
"652",265,2.104867078,3.867693256,1.762826178,4.546512888,8.756247044,0.355196319,2.652132518,0.231535379,23.15353786,5.672616775,1.578650308,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",1,"Quercus fabri F30","Quercus fabri 1"
"653",265,3.867693256,4.125539473,0.257846217,19.73839102,31.45723848,2.083818407,31.45723848,2.631083847,60.3833743,11.93459633,5.556849086,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",2,"Quercus fabri F30","Quercus fabri 2"
"654",265,4.125539473,16.31271985,12.187180377,73.75717349,43.10767776,3.157300617,43.10767776,7.348617186,76.03832319,7.735386511,4.38338569,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",3,"Quercus fabri F30","Quercus fabri 3"
"655",265,16.31271985,26.52132518,10.20860533,126.4867249,86.24561298,12.7870675,113.3352523,15.26028631,177.3140026,5.967298166,12.57394971,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",4,"Quercus fabri F30","Quercus fabri 4"
"656",265,26.52132518,48.54349698,22.0221718,79.84023935,222.4120953,165.8273483,181.6204291,41.4395706,501.0636079,9.024617597,15.91805728,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",5,"Quercus fabri F30","Quercus fabri 5"
"657",265,48.54349698,56.26835916,7.72486218,329.6984858,179.6405385,46.41231907,316.4220367,52.09546018,870.025758,5.754180374,33.71997059,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",6,"Quercus fabri F30","Quercus fabri 6"
"658",266,0.231535379,2.631083847,2.399548468,8.756247044,0.355196319,1.599698979,2.104867078,6.96184786,5.672616775,1.578650308,8.082689579,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",1,"Quercus fabri F30","Quercus fabri 1"
"659",266,2.631083847,7.348617186,4.717533339,31.45723848,2.083818407,5.493703073,3.867693256,29.92594768,11.93459633,5.556849086,26.23453704,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",2,"Quercus fabri F30","Quercus fabri 2"
"660",266,7.348617186,15.26028631,7.911669124,43.10767776,3.157300617,25.3452307,4.125539473,76.03832319,7.735386511,4.38338569,38.67693256,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",3,"Quercus fabri F30","Quercus fabri 3"
"661",266,15.26028631,41.4395706,26.17928429,86.24561298,12.7870675,19.20691209,16.31271985,115.7676893,5.967298166,12.57394971,58.54950886,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",4,"Quercus fabri F30","Quercus fabri 4"
"662",266,41.4395706,52.09546018,10.65588958,222.4120953,165.8273483,68.19769332,26.52132518,227.3256444,9.024617597,15.91805728,102.29654,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",5,"Quercus fabri F30","Quercus fabri 5"
"663",266,52.09546018,59.27305691,7.17759673,179.6405385,46.41231907,79.78498659,48.54349698,383.6120249,5.754180374,33.71997059,238.294633,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",6,"Quercus fabri F30","Quercus fabri 6"
"664",267,14.49200983,20.78556239,6.29355256,3.315165648,0.673557465,2.652132518,2.565306751,23.15353786,26.90020126,8.756247044,11.78725564,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",1,"Quercus fabri F30","Quercus fabri 1"
"665",267,20.78556239,104.4803396,83.69477721,15.26028631,3.599322703,31.45723848,19.70155585,60.3833743,63.08286632,58.82051049,23.55872477,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",2,"Quercus fabri F30","Quercus fabri 2"
"666",267,104.4803396,148.519421,44.0390814,53.22682623,3.78876074,43.10767776,63.98795917,76.03832319,180.8870145,94.71901851,32.96221844,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",3,"Quercus fabri F30","Quercus fabri 3"
"667",267,148.519421,402.9669355,254.4475145,63.3144017,3.031008592,113.3352523,171.4558945,177.3140026,479.0598537,417.7108716,25.574135,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",4,"Quercus fabri F30","Quercus fabri 4"
"668",267,402.9669355,844.3963702,441.4294347,266.7919021,3.867693256,181.6204291,738.9267431,501.0636079,1034.930254,1094.596658,355.7225362,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",5,"Quercus fabri F30","Quercus fabri 5"
"669",267,844.3963702,1669.724618,825.3282478,759.3235629,4.078179963,316.4220367,979.6492087,870.025758,1783.973514,1868.069532,925.0233036,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",6,"Quercus fabri F30","Quercus fabri 6"
"670",268,23.15353786,60.3833743,37.22983644,0.673557465,2.652132518,2.104867078,14.49200983,5.672616775,8.756247044,11.78725564,3.157300617,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",1,"Quercus fabri F30","Quercus fabri 1"
"671",268,60.3833743,76.03832319,15.65494889,3.599322703,31.45723848,3.867693256,20.78556239,11.93459633,58.82051049,23.55872477,6.96184786,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",2,"Quercus fabri F30","Quercus fabri 2"
"672",268,76.03832319,177.3140026,101.27567941,3.78876074,43.10767776,4.125539473,104.4803396,7.735386511,94.71901851,32.96221844,5.68314111,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",3,"Quercus fabri F30","Quercus fabri 3"
"673",268,177.3140026,501.0636079,323.7496053,3.031008592,113.3352523,16.31271985,148.519421,5.967298166,417.7108716,25.574135,11.11369817,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",4,"Quercus fabri F30","Quercus fabri 4"
"674",268,501.0636079,870.025758,368.9621501,3.867693256,181.6204291,26.52132518,402.9669355,9.024617597,1094.596658,355.7225362,22.73256444,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",5,"Quercus fabri F30","Quercus fabri 5"
"675",268,870.025758,2321.048109,1451.022351,4.078179963,316.4220367,48.54349698,844.3963702,5.754180374,1868.069532,925.0233036,58.78893749,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",6,"Quercus fabri F30","Quercus fabri 6"
"676",269,5.672616775,11.93459633,6.261979555,2.652132518,2.104867078,0.231535379,23.15353786,1.578650308,11.78725564,3.157300617,5.414770558,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",1,"Quercus fabri F30","Quercus fabri 1"
"677",269,5.967298166,9.024617597,3.057319431,113.3352523,16.31271985,15.26028631,177.3140026,12.57394971,25.574135,11.11369817,41.08700536,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",4,"Quercus fabri F30","Quercus fabri 4"
"678",269,5.754180374,11.4504769,5.696296526,316.4220367,48.54349698,52.09546018,870.025758,33.71997059,925.0233036,58.78893749,93.08248435,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",6,"Quercus fabri F30","Quercus fabri 6"
"679",270,1.578650308,5.556849086,3.978198778,2.104867078,0.231535379,6.96184786,5.672616775,8.082689579,3.157300617,5.414770558,1.38131902,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",1,"Quercus fabri F30","Quercus fabri 1"
"680",270,4.38338569,12.57394971,8.19056402,4.125539473,7.348617186,76.03832319,7.735386511,38.67693256,5.68314111,41.06069452,15.98383437,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",3,"Quercus fabri F30","Quercus fabri 3"
"681",270,12.57394971,15.91805728,3.34410757,16.31271985,15.26028631,115.7676893,5.967298166,58.54950886,11.11369817,41.08700536,25.78725279,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",4,"Quercus fabri F30","Quercus fabri 4"
"682",270,15.91805728,33.71997059,17.80191331,26.52132518,41.4395706,227.3256444,9.024617597,102.29654,22.73256444,51.14826999,40.01878532,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",5,"Quercus fabri F30","Quercus fabri 5"
"683",270,33.71997059,49.35650189,15.6365313,48.54349698,52.09546018,383.6120249,5.754180374,238.294633,58.78893749,93.08248435,76.36720867,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",6,"Quercus fabri F30","Quercus fabri 6"
"684",271,8.756247044,58.82051049,50.064263446,2.565306751,14.49200983,23.15353786,26.90020126,11.78725564,1.178725564,13.94474439,19.73312886,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",1,"Quercus fabri F30","Quercus fabri 1"
"685",271,58.82051049,94.71901851,35.89850802,19.70155585,20.78556239,60.3833743,63.08286632,23.55872477,1.973312886,87.38355674,87.35198373,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",2,"Quercus fabri F30","Quercus fabri 2"
"686",271,94.71901851,417.7108716,322.99185309,63.98795917,104.4803396,76.03832319,180.8870145,32.96221844,26.9422986,197.3312886,401.1350434,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",3,"Quercus fabri F30","Quercus fabri 3"
"687",271,417.7108716,1094.596658,676.8857864,171.4558945,148.519421,177.3140026,479.0598537,25.574135,4.546512888,480.7943957,1073.059263,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",4,"Quercus fabri F30","Quercus fabri 4"
"688",271,1094.596658,1868.069532,773.472874,738.9267431,402.9669355,501.0636079,1034.930254,355.7225362,8.419468312,1046.171559,2389.760837,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",5,"Quercus fabri F30","Quercus fabri 5"
"689",271,1868.069532,3567.160334,1699.090802,979.6492087,844.3963702,870.025758,1783.973514,925.0233036,16.62318775,2300.711804,4748.117715,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",6,"Quercus fabri F30","Quercus fabri 6"
"690",272,11.78725564,23.55872477,11.77146913,14.49200983,23.15353786,5.672616775,8.756247044,3.157300617,13.94474439,19.73312886,34.47772274,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",1,"Quercus fabri F30","Quercus fabri 1"
"691",272,23.55872477,32.96221844,9.40349367,20.78556239,60.3833743,11.93459633,58.82051049,6.96184786,87.38355674,87.35198373,69.90263566,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",2,"Quercus fabri F30","Quercus fabri 2"
"692",272,25.574135,355.7225362,330.1484012,148.519421,177.3140026,5.967298166,417.7108716,11.11369817,480.7943957,1073.059263,249.6517064,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",4,"Quercus fabri F30","Quercus fabri 4"
"693",272,355.7225362,925.0233036,569.3007674,402.9669355,501.0636079,9.024617597,1094.596658,22.73256444,1046.171559,2389.760837,501.0636079,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",5,"Quercus fabri F30","Quercus fabri 5"
"694",272,925.0233036,1325.974171,400.9508674,844.3963702,870.025758,5.754180374,1868.069532,58.78893749,2300.711804,4748.117715,1254.632333,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",6,"Quercus fabri F30","Quercus fabri 6"
"695",273,3.157300617,6.96184786,3.804547243,23.15353786,5.672616775,1.578650308,11.78725564,5.414770558,19.73312886,34.47772274,6.575078535,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",1,"Quercus fabri F30","Quercus fabri 1"
"696",273,5.68314111,11.11369817,5.43055706,76.03832319,7.735386511,4.38338569,32.96221844,41.06069452,401.1350434,159.1279511,58.54950886,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",3,"Quercus fabri F30","Quercus fabri 3"
"697",273,11.11369817,22.73256444,11.61886627,177.3140026,5.967298166,12.57394971,25.574135,41.08700536,1073.059263,249.6517064,122.7341415,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",4,"Quercus fabri F30","Quercus fabri 4"
"698",273,22.73256444,58.78893749,36.05637305,501.0636079,9.024617597,15.91805728,355.7225362,51.14826999,2389.760837,501.0636079,431.0767776,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",5,"Quercus fabri F30","Quercus fabri 5"
"699",273,58.78893749,87.61509212,28.82615463,870.025758,5.754180374,33.71997059,925.0233036,93.08248435,4748.117715,1254.632333,911.2943081,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",6,"Quercus fabri F30","Quercus fabri 6"
"700",274,5.414770558,20.898699,15.483928442,5.672616775,1.578650308,8.082689579,3.157300617,1.38131902,34.47772274,6.575078535,0.789325154,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",1,"Quercus fabri F30","Quercus fabri 1"
"701",274,41.08700536,51.14826999,10.06126463,5.967298166,12.57394971,58.54950886,11.11369817,25.78725279,249.6517064,122.7341415,0.105243354,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",4,"Quercus fabri F30","Quercus fabri 4"
"702",274,51.14826999,93.08248435,41.93421436,9.024617597,15.91805728,102.29654,22.73256444,40.01878532,501.0636079,431.0767776,0.210486708,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",5,"Quercus fabri F30","Quercus fabri 5"
"703",274,93.08248435,260.6581879,167.57570355,5.754180374,33.71997059,238.294633,58.78893749,76.36720867,1254.632333,911.2943081,1.262920247,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F30",6,"Quercus fabri F30","Quercus fabri 6"
"704",275,0.105243354,0.284157056,0.178913702,0.591993866,115.7676893,178.2822415,45.62299391,18.41758693,12.7870675,23.87708591,0,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",3,"Quercus fabri F31","Quercus fabri 3"
"705",275,0.284157056,1.89438037,1.610223314,0.420973416,124.9455675,310.4021169,114.9941506,58.01539883,28.03682948,27.06069737,0,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",4,"Quercus fabri F31","Quercus fabri 4"
"706",275,1.89438037,2.959969328,1.065588958,0.986656443,174.3619266,500.2348165,173.7238887,85.24711666,30.31008592,34.09884666,0,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",5,"Quercus fabri F31","Quercus fabri 5"
"707",276,5.68314111,10.94530881,5.2621677,18.9438037,14.70512762,1.852283029,0.005683141,5.114826999,5.493703073,0,2.367975463,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",1,"Quercus fabri F31","Quercus fabri 1"
"708",276,10.94530881,18.41758693,7.47227812,51.56924341,59.79138043,7.735386511,0.073670348,4.546512888,12.9659812,0,7.86430962,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",2,"Quercus fabri F31","Quercus fabri 2"
"709",276,18.41758693,58.01539883,39.5978119,115.7676893,178.2822415,33.34898777,0.105243354,3.288854809,23.87708591,0,9.024617597,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",3,"Quercus fabri F31","Quercus fabri 3"
"710",276,58.01539883,85.24711666,27.23171783,124.9455675,310.4021169,24.19544706,0.284157056,9.024617597,27.06069737,0,3.683517386,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",4,"Quercus fabri F31","Quercus fabri 4"
"711",277,12.12403437,12.79759183,0.67355746,714.0926005,68.58709373,205.1258745,76.72240499,4.472842541,0,18.11501229,45.3809342,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",6,"Quercus fabri F31","Quercus fabri 6"
"712",278,4.45179387,12.7870675,8.33527363,1.852283029,0.589362782,4.38338569,5.114826999,4.125539473,2.367975463,1.010336197,2.039089982,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",1,"Quercus fabri F31","Quercus fabri 1"
"713",279,5.493703073,12.9659812,7.472278127,10.65588958,0.005683141,5.68314111,6.188309209,0,0.673557465,3.091523521,0.876150921,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",1,"Quercus fabri F31","Quercus fabri 1"
"714",279,12.9659812,23.87708591,10.91110471,17.82822415,0.073670348,10.94530881,6.96184786,0,5.930462992,7.606463403,7.348617186,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",2,"Quercus fabri F31","Quercus fabri 2"
"715",279,23.87708591,27.06069737,3.18361146,45.62299391,0.105243354,18.41758693,12.7870675,0,35.57225362,19.10166873,18.41758693,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",3,"Quercus fabri F31","Quercus fabri 3"
"716",279,27.06069737,34.09884666,7.03814929,114.9941506,0.284157056,58.01539883,28.03682948,0,85.16292197,53.27944791,24.83216935,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",4,"Quercus fabri F31","Quercus fabri 4"
"717",279,34.09884666,37.12985525,3.03100859,173.7238887,1.89438037,85.24711666,30.31008592,0,104.4803396,53.27944791,35.57225362,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",5,"Quercus fabri F31","Quercus fabri 5"
"718",281,2.367975463,7.86430962,5.496334157,5.68314111,5.114826999,4.45179387,0,1.010336197,0.876150921,8.419468312,11.29524296,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",1,"Quercus fabri F31","Quercus fabri 1"
"719",281,7.86430962,9.024617597,1.160307977,10.94530881,4.546512888,12.7870675,0,12.7870675,7.348617186,9.766583241,0.189438037,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",2,"Quercus fabri F31","Quercus fabri 2"
"720",281,11.78725564,18.11501229,6.32775665,85.24711666,17.04942333,17.04942333,0,60.62017184,35.57225362,65.11932522,4.262355833,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",5,"Quercus fabri F31","Quercus fabri 5"
"721",281,18.11501229,24.99529655,6.88028426,76.72240499,12.12403437,4.472842541,0,45.3809342,34.85659881,60.33601479,3.867693256,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",6,"Quercus fabri F31","Quercus fabri 6"
"722",282,45.3809342,53.27944791,7.89851371,12.12403437,4.472842541,42.80247203,18.11501229,1.34711493,60.33601479,3.867693256,0.715654806,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",6,"Quercus fabri F31","Quercus fabri 6"
"723",283,3.091523521,7.606463403,4.514939882,6.188309209,5.493703073,0,0.673557465,0.876150921,1.34711493,8.122155837,4.167636814,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",1,"Quercus fabri F31","Quercus fabri 1"
"724",283,7.606463403,19.10166873,11.495205327,6.96184786,12.9659812,0,5.930462992,7.348617186,2.631083847,19.20691209,6.704001643,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",2,"Quercus fabri F31","Quercus fabri 2"
"725",283,19.10166873,53.27944791,34.17777918,12.7870675,23.87708591,0,35.57225362,18.41758693,10.65588958,37.79551947,15.78650308,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",3,"Quercus fabri F31","Quercus fabri 3"
"726",283,53.27944791,80.98476082,27.70531291,30.31008592,34.09884666,0,104.4803396,35.57225362,30.31008592,56.23941724,32.20446629,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",5,"Quercus fabri F31","Quercus fabri 5"
"727",283,80.98476082,83.64215551,2.65739468999999,26.10561393,37.12985525,0,104.0488418,34.85659881,28.03682948,95.04790399,36.37210311,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",6,"Quercus fabri F31","Quercus fabri 6"
"728",284,0.876150921,7.348617186,6.472466265,5.493703073,0,2.367975463,3.091523521,8.419468312,8.122155837,4.167636814,0.520954602,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",1,"Quercus fabri F31","Quercus fabri 1"
"729",284,7.348617186,18.41758693,11.068969744,12.9659812,0,7.86430962,7.606463403,9.766583241,19.20691209,6.704001643,0.042097342,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",2,"Quercus fabri F31","Quercus fabri 2"
"730",284,18.41758693,24.83216935,6.41458242,23.87708591,0,9.024617597,19.10166873,26.52132518,37.79551947,15.78650308,2.302198366,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",3,"Quercus fabri F31","Quercus fabri 3"
"731",284,24.83216935,35.57225362,10.74008427,27.06069737,0,3.683517386,53.27944791,40.46343849,39.57413215,20.52245401,5.985715753,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",4,"Quercus fabri F31","Quercus fabri 4"
"732",285,9.766583241,26.52132518,16.754741939,0,7.86430962,12.7870675,7.348617186,0.189438037,6.704001643,0.042097342,1.599698979,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",2,"Quercus fabri F31","Quercus fabri 2"
"733",285,40.46343849,65.11932522,24.65588673,0,3.683517386,29.93120985,24.83216935,4.830669944,20.52245401,5.985715753,9.766583241,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",4,"Quercus fabri F31","Quercus fabri 4"
"734",287,8.122155837,19.20691209,11.084756253,0.673557465,3.091523521,0.876150921,1.34711493,4.167636814,0.147340695,0.757752148,2.631083847,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",1,"Quercus fabri F31","Quercus fabri 1"
"735",287,19.20691209,37.79551947,18.58860738,5.930462992,7.606463403,7.348617186,2.631083847,6.704001643,0.221011043,2.76263804,6.188309209,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",2,"Quercus fabri F31","Quercus fabri 2"
"736",287,37.79551947,39.57413215,1.77861267999999,35.57225362,19.10166873,18.41758693,10.65588958,15.78650308,0.473595093,10.65588958,10.65588958,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",3,"Quercus fabri F31","Quercus fabri 3"
"737",287,56.23941724,95.04790399,38.80848675,104.4803396,53.27944791,35.57225362,30.31008592,32.20446629,2.104867078,18.41758693,41.25539473,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",5,"Quercus fabri F31","Quercus fabri 5"
"738",288,4.167636814,6.704001643,2.536364829,3.091523521,0.876150921,8.419468312,8.122155837,0.520954602,0.757752148,2.631083847,2.631083847,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",1,"Quercus fabri F31","Quercus fabri 1"
"739",288,6.704001643,15.78650308,9.082501437,7.606463403,7.348617186,9.766583241,19.20691209,0.042097342,2.76263804,6.188309209,4.735950925,"6","6","6","6","6","6","6","6",1,"Quercus fabri","A","F31",2,"Quercus fabri F31","Quercus fabri 2"
