"","ID_focal","biomass","biomass_next","growth","NB1","NB2","NB3","NB4","NB5","NB6","NB7","NB8","sp_NB1","sp_NB2","sp_NB3","sp_NB4","sp_NB5","sp_NB6","sp_NB7","sp_NB8","plot_richness","sp","plotID_1","plotID_2","year","spp","spy"
"2321",1002,161.331582,179.0224793,17.6908973,157.7707831,48.66719719,17.81283035,0.565486678,0,132.3238826,0,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O17",1,"Rhus chinensis O17","Rhus chinensis 1"
"2322",1002,361.9114737,754.7815758,392.8701021,1300.053872,103.059947,60.26320838,0,0,380.0070474,0,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O17",3,"Rhus chinensis O17","Rhus chinensis 3"
"2323",1002,754.7815758,817.1282492,62.3466734,1633.127292,199.4171097,61.26341294,0,0,666.4543239,0,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O17",4,"Rhus chinensis O17","Rhus chinensis 4"
"2324",1004,508.0367655,1180.736183,672.6994175,77.93113276,206.119894,0.650309679,0,26.71924552,0,29.85769658,267.5105414,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O17",2,"Rhus chinensis O17","Rhus chinensis 2"
"2325",1004,1180.736183,1791.33456,610.598377,60.26320838,356.6277075,0,0,0,0,62.98107872,655.0032187,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O17",3,"Rhus chinensis O17","Rhus chinensis 3"
"2326",1008,29.85769658,62.98107872,33.12338214,0,508.0367655,26.71924552,0,267.5105414,0,11.08353888,34.63605901,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O17",2,"Rhus chinensis O17","Rhus chinensis 2"
"2327",1008,113.0001425,114.3608448,1.3607023,0,1474.931069,0,0,1073.173548,0,0.763407015,85.28776101,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O17",5,"Rhus chinensis O17","Rhus chinensis 5"
"2328",1009,267.5105414,655.0032187,387.4926773,508.0367655,26.71924552,200.6912219,29.85769658,0,11.08353888,34.63605901,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O17",2,"Rhus chinensis O17","Rhus chinensis 2"
"2329",1010,437.8793074,1433.508728,995.6294206,132.3238826,0,0,0.333990569,0,193.9619304,0,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O17",1,"Rhus chinensis O17","Rhus chinensis 1"
"2330",1010,1433.508728,1902.297184,468.788456,278.2618569,0,0,0,0,384.88437,0,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O17",2,"Rhus chinensis O17","Rhus chinensis 2"
"2331",1010,1902.297184,3178.628889,1276.331705,380.0070474,0,0,0,0,695.5486135,0,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O17",3,"Rhus chinensis O17","Rhus chinensis 3"
"2332",1010,3178.628889,3350.225822,171.596933,666.4543239,0,0,0,0,1311.763422,0,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O17",4,"Rhus chinensis O17","Rhus chinensis 4"
"2333",1013,34.63605901,63.61725124,28.98119223,29.85769658,267.5105414,0,11.08353888,0,21.86843011,1969.943527,302.1819434,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O17",2,"Rhus chinensis O17","Rhus chinensis 2"
"2334",1019,121.4912784,289.529179,168.0379006,48.5169898,9.622109249,35.78470382,0,8.588328917,0.339292007,220.7695332,12.72345025,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",1,"Rhus chinensis O18","Rhus chinensis 1"
"2335",1019,289.529179,334.7681132,45.2389342,216.9807725,12.72345025,110.4466167,0,12.829479,0,520.2477434,7.443218395,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",2,"Rhus chinensis O18","Rhus chinensis 2"
"2336",1020,8.588328917,12.829479,4.241150083,9.622109249,35.78470382,45.23893421,121.4912784,49.76282763,220.7695332,12.72345025,20.3575204,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",1,"Rhus chinensis O18","Rhus chinensis 1"
"2337",1020,12.829479,24.2452413,11.4157623,12.72345025,110.4466167,112.1784197,289.529179,208.0637545,520.2477434,7.443218395,122.1451224,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",2,"Rhus chinensis O18","Rhus chinensis 2"
"2338",1020,20.00939266,31.01340998,11.00401732,17.49474409,226.0652276,159.0431281,292.0950748,353.0059421,980.8322245,0.206756067,228.8701299,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",4,"Rhus chinensis O18","Rhus chinensis 4"
"2339",1021,49.76282763,208.0637545,158.30092687,35.78470382,45.23893421,33.79666472,8.588328917,0,12.72345025,20.3575204,17.9188591,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",1,"Rhus chinensis O18","Rhus chinensis 1"
"2340",1021,208.0637545,280.4813921,72.4176376,110.4466167,112.1784197,94.08284599,12.829479,0,7.443218395,122.1451224,53.82019454,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",2,"Rhus chinensis O18","Rhus chinensis 2"
"2341",1021,353.0059421,393.9851712,40.9792291,226.0652276,159.0431281,127.2875168,20.00939266,0,0.206756067,228.8701299,48.0663676,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",4,"Rhus chinensis O18","Rhus chinensis 4"
"2342",1021,312.3386142,325.2414298,12.9028156,0,0,155.2967788,0,0,0,203.660027,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",6,"Rhus chinensis O18","Rhus chinensis 6"
"2343",1023,220.7695332,520.2477434,299.4782102,0,121.4912784,8.588328917,0.339292007,12.72345025,222.6603793,93.51735932,37.5483154,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",1,"Rhus chinensis O18","Rhus chinensis 1"
"2344",1023,520.2477434,592.276609,72.0288656,0,289.529179,12.829479,0,7.443218395,289.4584931,167.2426849,154.6252634,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",2,"Rhus chinensis O18","Rhus chinensis 2"
"2345",1023,975.8709625,1171.732575,195.8616125,0,0,31.01340998,0,0,815.9071514,259.8981188,254.4690049,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",5,"Rhus chinensis O18","Rhus chinensis 5"
"2346",1025,20.3575204,122.1451224,101.787602,8.588328917,49.76282763,0,12.72345025,17.9188591,37.5483154,31.80862562,35.78470382,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",1,"Rhus chinensis O18","Rhus chinensis 1"
"2347",1025,144.2839258,203.660027,59.3761012,31.01340998,393.9851712,0,0,16.25774198,254.4690049,223.9857387,357.5687127,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",5,"Rhus chinensis O18","Rhus chinensis 5"
"2348",1026,289.4584931,435.4600847,146.0015916,30.64230934,0,520.2477434,57.82808137,167.2426849,0,0,94.08284599,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",2,"Rhus chinensis O18","Rhus chinensis 2"
"2349",1026,435.4600847,807.4018783,371.9417936,35.28636869,0,592.276609,88.06218002,185.5079046,0,0,162.8601632,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",3,"Rhus chinensis O18","Rhus chinensis 3"
"2350",1026,807.4018783,815.9071514,8.50527309999995,42.36908932,0,980.8322245,95.57299175,236.8302385,0,0,177.6149476,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",4,"Rhus chinensis O18","Rhus chinensis 4"
"2351",1026,815.9071514,977.160979,161.2538276,56.11041559,0,975.8709625,102.635832,259.8981188,0,0,170.7836034,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",5,"Rhus chinensis O18","Rhus chinensis 5"
"2352",1027,93.51735932,167.2426849,73.72532558,0.339292007,220.7695332,12.72345025,222.6603793,37.5483154,1.73180295,12.59621574,1.767145868,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",1,"Rhus chinensis O18","Rhus chinensis 1"
"2353",1027,167.2426849,185.5079046,18.2652197,0,520.2477434,7.443218395,289.4584931,154.6252634,0,94.08284599,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",2,"Rhus chinensis O18","Rhus chinensis 2"
"2354",1027,236.8302385,259.8981188,23.0678803,0,980.8322245,0.206756067,807.4018783,216.1290082,0,177.6149476,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",4,"Rhus chinensis O18","Rhus chinensis 4"
"2355",1028,37.5483154,154.6252634,117.076948,220.7695332,12.72345025,20.3575204,93.51735932,31.80862562,12.59621574,1.767145868,15.90431281,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",1,"Rhus chinensis O18","Rhus chinensis 1"
"2356",1028,154.6252634,193.2374006,38.6121372,520.2477434,7.443218395,122.1451224,167.2426849,26.87828865,94.08284599,0,7.422012644,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",2,"Rhus chinensis O18","Rhus chinensis 2"
"2357",1028,216.1290082,254.4690049,38.3399967,980.8322245,0.206756067,228.8701299,236.8302385,141.3376519,177.6149476,0,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",4,"Rhus chinensis O18","Rhus chinensis 4"
"2358",1029,26.87828865,54.13474651,27.25645786,7.443218395,122.1451224,53.82019454,154.6252634,220.7695332,0,7.422012644,4.523893421,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",2,"Rhus chinensis O18","Rhus chinensis 2"
"2359",1029,141.3376519,223.9857387,82.6480868,0.206756067,228.8701299,48.0663676,216.1290082,360.9386599,0,0,1.01787602,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",4,"Rhus chinensis O18","Rhus chinensis 4"
"2360",1031,12.59621574,94.08284599,81.48663025,222.6603793,93.51735932,37.5483154,1.73180295,1.767145868,62.98107872,104.9242859,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",1,"Rhus chinensis O18","Rhus chinensis 1"
"2361",1031,94.08284599,162.8601632,68.77731721,289.4584931,167.2426849,154.6252634,0,0,136.847776,159.0431281,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",2,"Rhus chinensis O18","Rhus chinensis 2"
"2362",1031,162.8601632,177.6149476,14.7547844,435.4600847,185.5079046,193.2374006,0,0,154.6252634,238.5646921,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",3,"Rhus chinensis O18","Rhus chinensis 3"
"2363",1031,170.7836034,190.9312753,20.1476719,815.9071514,259.8981188,254.4690049,0,0,210.2479467,427.4284067,0,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",5,"Rhus chinensis O18","Rhus chinensis 5"
"2364",1033,7.422012644,11.1188818,3.696869156,154.6252634,26.87828865,220.7695332,0,4.523893421,0,0,0.954258769,"7","7","7","7","7","7","7","7",1,"Rhus chinensis","A","O18",2,"Rhus chinensis O18","Rhus chinensis 2"
"2365",1034,1.835868207,23.72589677,21.890028563,0.677327376,0.450268767,0.92362824,1.828014225,0.138544236,1.34695785,2.332632545,0.691150384,"5","5","5","5","5","5","2","2",2,"Cyclobalanopsis glauca","A","O20",1,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 1"
"2366",1034,23.72589677,161.9883712,138.26247443,2.88633825,3.030655163,11.1605079,10.13104726,2.632340484,3.186517429,12.54437947,14.34569015,"5","5","5","5","5","5","2","2",2,"Cyclobalanopsis glauca","A","O20",2,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 2"
"2367",1034,160.6384681,331.6420321,171.003564,27.00842912,44.55159301,294.1755945,57.14949736,3.752239726,115.45353,159.4629725,189.098745,"5","5","5","5","5","5","2","2",2,"Cyclobalanopsis glauca","A","O20",4,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 4"
"2368",1034,331.6420321,508.3670254,176.7249933,53.17789593,99.12840087,513.8644199,88.42008597,8.391547407,267.9272344,94.47161808,248.747183,"5","5","5","5","5","5","2","2",2,"Cyclobalanopsis glauca","A","O20",5,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 5"
"2369",1034,508.3670254,622.0353454,113.66832,71.42725057,239.3255466,1052.646117,176.5053567,24.31451342,529.0614718,355.1627436,451.7045731,"5","5","5","5","5","5","2","2",2,"Cyclobalanopsis glauca","A","O20",6,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 6"
"2370",1035,0.138544236,2.632340484,2.493796248,0.450268767,0.92362824,1.174955652,1.835868207,0.30787608,2.332632545,0.691150384,0.086393798,"5","5","2","2","5","2","2","2",2,"Lithocarpus glaber","A","O20",1,"Lithocarpus glaber O20","Lithocarpus glaber 1"
"2371",1035,2.632340484,4.714352476,2.082011992,3.030655163,11.1605079,12.24632086,23.72589677,15.59969613,12.54437947,14.34569015,0,"5","5","2","2","5","2","2","2",2,"Lithocarpus glaber","A","O20",2,"Lithocarpus glaber O20","Lithocarpus glaber 2"
"2372",1035,3.752239726,8.391547407,4.639307681,44.55159301,294.1755945,106.0397476,160.6384681,161.8485311,159.4629725,189.098745,0,"5","5","2","2","5","2","2","2",2,"Lithocarpus glaber","A","O20",4,"Lithocarpus glaber O20","Lithocarpus glaber 4"
"2373",1035,8.391547407,24.31451342,15.922966013,99.12840087,513.8644199,158.5461183,331.6420321,304.769418,94.47161808,248.747183,0,"5","5","2","2","5","2","2","2",2,"Lithocarpus glaber","A","O20",5,"Lithocarpus glaber O20","Lithocarpus glaber 5"
"2374",1035,24.31451342,75.35411376,51.03960034,239.3255466,1052.646117,241.1634274,508.3670254,551.1289709,355.1627436,451.7045731,0,"5","5","2","2","5","2","2","2",2,"Lithocarpus glaber","A","O20",6,"Lithocarpus glaber O20","Lithocarpus glaber 6"
"2375",1036,0.30787608,15.59969613,15.29182005,0.92362824,1.174955652,1.046778672,0.138544236,1.046778672,0.691150384,0.086393798,1.244070691,"5","2","5","5","5","2","2","2",2,"Lithocarpus glaber","A","O20",1,"Lithocarpus glaber O20","Lithocarpus glaber 1"
"2376",1036,15.59969613,84.66592201,69.06622588,11.1605079,12.24632086,46.76637656,2.632340484,7.389025921,14.34569015,0,27.68057287,"5","2","5","5","5","2","2","2",2,"Lithocarpus glaber","A","O20",2,"Lithocarpus glaber O20","Lithocarpus glaber 2"
"2377",1036,84.66592201,161.8485311,77.18260909,132.3289877,53.4561625,158.3252742,4.714352476,26.40037386,85.76744294,0,104.7740785,"5","2","5","5","5","2","2","2",2,"Lithocarpus glaber","A","O20",3,"Lithocarpus glaber O20","Lithocarpus glaber 3"
"2378",1036,161.8485311,304.769418,142.9208869,294.1755945,106.0397476,535.7818294,3.752239726,56.64919873,189.098745,0,216.8954095,"5","2","5","5","5","2","2","2",2,"Lithocarpus glaber","A","O20",4,"Lithocarpus glaber O20","Lithocarpus glaber 4"
"2379",1036,304.769418,551.1289709,246.3595529,513.8644199,158.5461183,744.8657669,8.391547407,93.77712976,248.747183,0,291.219454,"5","2","5","5","5","2","2","2",2,"Lithocarpus glaber","A","O20",5,"Lithocarpus glaber O20","Lithocarpus glaber 5"
"2380",1036,551.1289709,770.0665065,218.9375356,1052.646117,241.1634274,1192.588784,24.31451342,134.2368572,451.7045731,0,363.6644333,"5","2","5","5","5","2","2","2",2,"Lithocarpus glaber","A","O20",6,"Lithocarpus glaber O20","Lithocarpus glaber 6"
"2381",1037,26.40037386,56.64919873,30.24882487,53.4561625,158.3252742,96.21127502,84.66592201,0.291579068,0,104.7740785,30.30655163,"2","5","5","5","2","2","2","5",2,"Lithocarpus glaber","A","O20",3,"Lithocarpus glaber O20","Lithocarpus glaber 3"
"2382",1037,56.64919873,93.77712976,37.12793103,106.0397476,535.7818294,68.88198129,161.8485311,0.43196899,0,216.8954095,36.36786196,"2","5","5","5","2","2","2","5",2,"Lithocarpus glaber","A","O20",4,"Lithocarpus glaber O20","Lithocarpus glaber 4"
"2383",1037,93.77712976,134.2368572,40.45972744,158.5461183,744.8657669,115.6065059,304.769418,0,0,291.219454,10.71408759,"2","5","5","5","2","2","2","5",2,"Lithocarpus glaber","A","O20",5,"Lithocarpus glaber O20","Lithocarpus glaber 5"
"2384",1037,134.2368572,195.0893342,60.852477,241.1634274,1192.588784,130.9719276,551.1289709,0,0,363.6644333,35.44615794,"2","5","5","5","2","2","2","5",2,"Lithocarpus glaber","A","O20",6,"Lithocarpus glaber O20","Lithocarpus glaber 6"
"2385",1038,2.332632545,12.54437947,10.211746925,1.828014225,1.835868207,0.138544236,1.34695785,0.691150384,0.691150384,0.23090706,0.588813003,"5","2","5","5","2","2","5","5",2,"Cyclobalanopsis glauca","A","O20",1,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 1"
"2386",1038,12.54437947,86.39379797,73.8494185,10.13104726,23.72589677,2.632340484,3.186517429,14.34569015,11.66316273,8.416562338,2.3090706,"5","2","5","5","2","2","5","5",2,"Cyclobalanopsis glauca","A","O20",2,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 2"
"2387",1038,86.39379797,159.4629725,73.06917453,34.79576972,161.9883712,4.714352476,26.01552876,85.76744294,36.44738352,17.3180295,8.004778081,"5","2","5","5","2","2","5","5",2,"Cyclobalanopsis glauca","A","O20",3,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 3"
"2388",1038,94.47161808,355.1627436,260.69112552,88.42008597,331.6420321,8.391547407,267.9272344,248.747183,319.6440934,57.63440219,14.18346616,"5","2","5","5","2","2","5","5",2,"Cyclobalanopsis glauca","A","O20",5,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 5"
"2389",1038,355.1627436,424.1746494,69.0119058,176.5053567,508.3670254,24.31451342,529.0614718,451.7045731,390.2456451,123.9201222,20.7816354,"5","2","5","5","2","2","5","5",2,"Cyclobalanopsis glauca","A","O20",6,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 6"
"2390",1039,0.691150384,14.34569015,13.654539766,1.835868207,0.138544236,0.30787608,2.332632545,0.086393798,0.23090706,0.588813003,3.576703236,"2","5","5","2","2","5","5","2",2,"Cyclobalanopsis glauca","A","O20",1,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 1"
"2391",1039,14.34569015,85.76744294,71.42175279,23.72589677,2.632340484,15.59969613,12.54437947,0,8.416562338,2.3090706,19.60059292,"2","5","5","2","2","5","5","2",2,"Cyclobalanopsis glauca","A","O20",2,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 2"
"2392",1039,85.76744294,189.098745,103.33130206,161.9883712,4.714352476,84.66592201,86.39379797,0,17.3180295,8.004778081,125.6813776,"2","5","5","2","2","5","5","2",2,"Cyclobalanopsis glauca","A","O20",3,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 3"
"2393",1039,189.098745,248.747183,59.648438,160.6384681,3.752239726,161.8485311,159.4629725,0,30.20264345,9.975184994,251.5409424,"2","5","5","2","2","5","5","2",2,"Cyclobalanopsis glauca","A","O20",4,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 4"
"2394",1039,248.747183,451.7045731,202.9573901,331.6420321,8.391547407,304.769418,94.47161808,0,57.63440219,14.18346616,406.0778485,"2","5","5","2","2","5","5","2",2,"Cyclobalanopsis glauca","A","O20",5,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 5"
"2395",1039,451.7045731,741.3775781,289.673005,508.3670254,24.31451342,551.1289709,355.1627436,0,123.9201222,20.7816354,588.4087194,"2","5","5","2","2","5","5","2",2,"Cyclobalanopsis glauca","A","O20",6,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 6"
"2396",1041,104.7740785,216.8954095,112.121331,84.66592201,26.40037386,0.291579068,0,30.30655163,125.6813776,0.277088472,210.4621641,"5","5","2","2","5","2","5","5",2,"Cyclobalanopsis glauca","A","O20",3,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 3"
"2397",1041,216.8954095,291.219454,74.3240445,161.8485311,56.64919873,0.43196899,0,36.36786196,251.5409424,0,250.2455263,"5","5","2","2","5","2","5","5",2,"Cyclobalanopsis glauca","A","O20",4,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 4"
"2398",1041,291.219454,363.6644333,72.4449793,304.769418,93.77712976,0,0,10.71408759,406.0778485,0,436.4066466,"5","5","2","2","5","2","5","5",2,"Cyclobalanopsis glauca","A","O20",5,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 5"
"2399",1041,363.6644333,381.7471952,18.0827619,551.1289709,134.2368572,0,0,35.44615794,588.4087194,0,746.8400223,"5","5","2","2","5","2","5","5",2,"Cyclobalanopsis glauca","A","O20",6,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 6"
"2400",1042,0.23090706,8.416562338,8.185655278,1.34695785,2.332632545,0.691150384,0.691150384,0.588813003,0,1.169929104,6.034371169,"5","2","2","2","5","5","5","5",2,"Lithocarpus glaber","A","O20",1,"Lithocarpus glaber O20","Lithocarpus glaber 1"
"2401",1042,8.416562338,17.3180295,8.901467162,3.186517429,12.54437947,14.34569015,11.66316273,2.3090706,0,6.128658219,69.94944539,"5","2","2","2","5","5","5","5",2,"Lithocarpus glaber","A","O20",2,"Lithocarpus glaber O20","Lithocarpus glaber 2"
"2402",1042,17.3180295,30.20264345,12.88461395,26.01552876,86.39379797,85.76744294,36.44738352,8.004778081,0,23.28312855,369.8361412,"5","2","2","2","5","5","5","5",2,"Lithocarpus glaber","A","O20",3,"Lithocarpus glaber O20","Lithocarpus glaber 3"
"2403",1042,30.20264345,57.63440219,27.43175874,115.45353,159.4629725,189.098745,118.1867156,9.975184994,0,61.47900474,1152.280108,"5","2","2","2","5","5","5","5",2,"Lithocarpus glaber","A","O20",4,"Lithocarpus glaber O20","Lithocarpus glaber 4"
"2404",1042,57.63440219,123.9201222,66.28572001,267.9272344,94.47161808,248.747183,319.6440934,14.18346616,0,171.4484921,1784.311216,"5","2","2","2","5","5","5","5",2,"Lithocarpus glaber","A","O20",5,"Lithocarpus glaber O20","Lithocarpus glaber 5"
"2405",1042,123.9201222,200.3804251,76.4603029,529.0614718,355.1627436,451.7045731,390.2456451,20.7816354,0,349.5471075,2983.965755,"5","2","2","2","5","5","5","5",2,"Lithocarpus glaber","A","O20",6,"Lithocarpus glaber O20","Lithocarpus glaber 6"
"2406",1043,0.588813003,2.3090706,1.720257597,2.332632545,0.691150384,0.086393798,0.23090706,3.576703236,1.169929104,6.034371169,0.138544236,"2","2","2","5","2","5","5","5",2,"Lithocarpus glaber","A","O20",1,"Lithocarpus glaber O20","Lithocarpus glaber 1"
"2407",1043,2.3090706,8.004778081,5.695707481,12.54437947,14.34569015,0,8.416562338,19.60059292,6.128658219,69.94944539,0.738902592,"2","2","2","5","2","5","5","5",2,"Lithocarpus glaber","A","O20",2,"Lithocarpus glaber O20","Lithocarpus glaber 2"
"2408",1043,8.004778081,9.975184994,1.970406913,86.39379797,85.76744294,0,17.3180295,125.6813776,23.28312855,369.8361412,1.602879842,"2","2","2","5","2","5","5","5",2,"Lithocarpus glaber","A","O20",3,"Lithocarpus glaber O20","Lithocarpus glaber 3"
"2409",1043,9.975184994,14.18346616,4.208281166,159.4629725,189.098745,0,30.20264345,251.5409424,61.47900474,1152.280108,1.058324025,"2","2","2","5","2","5","5","5",2,"Lithocarpus glaber","A","O20",4,"Lithocarpus glaber O20","Lithocarpus glaber 4"
"2410",1043,14.18346616,20.7816354,6.59816924,94.47161808,248.747183,0,57.63440219,406.0778485,171.4484921,1784.311216,1.870347186,"2","2","2","5","2","5","5","5",2,"Lithocarpus glaber","A","O20",5,"Lithocarpus glaber O20","Lithocarpus glaber 5"
"2411",1043,20.7816354,27.00842912,6.22679372,355.1627436,451.7045731,0,123.9201222,588.4087194,349.5471075,2983.965755,2.11664805,"2","2","2","5","2","5","5","5",2,"Lithocarpus glaber","A","O20",6,"Lithocarpus glaber O20","Lithocarpus glaber 6"
"2412",1044,3.576703236,19.60059292,16.023889684,0.691150384,0.086393798,1.244070691,0.588813003,0.023090706,6.034371169,0.138544236,0.026389378,"2","2","2","5","5","5","5","3",2,"Cyclobalanopsis glauca","A","O20",1,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 1"
"2413",1044,19.60059292,125.6813776,106.08078468,14.34569015,0,27.68057287,2.3090706,0.130847334,69.94944539,0.738902592,92.6267178,"2","2","2","5","5","5","5","3",2,"Cyclobalanopsis glauca","A","O20",2,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 2"
"2414",1044,125.6813776,251.5409424,125.8595648,85.76744294,0,104.7740785,8.004778081,0.277088472,369.8361412,1.602879842,395.8406744,"2","2","2","5","5","5","5","3",2,"Cyclobalanopsis glauca","A","O20",3,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 3"
"2415",1044,251.5409424,406.0778485,154.5369061,189.098745,0,216.8954095,9.975184994,0,1152.280108,1.058324025,911.313197,"2","2","2","5","5","5","5","3",2,"Cyclobalanopsis glauca","A","O20",4,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 4"
"2416",1044,406.0778485,588.4087194,182.3308709,248.747183,0,291.219454,14.18346616,0,1784.311216,1.870347186,1584.411675,"2","2","2","5","5","5","5","3",2,"Cyclobalanopsis glauca","A","O20",5,"Cyclobalanopsis glauca O20","Cyclobalanopsis glauca 5"
"2417",1045,0.023090706,0.130847334,0.107756628,0.086393798,1.244070691,0.800477808,3.576703236,5.403225205,0.138544236,0.026389378,6.01677825,"2","2","5","2","5","5","3","3",2,"Lithocarpus glaber","A","O20",1,"Lithocarpus glaber O20","Lithocarpus glaber 1"
"2418",1045,0.130847334,0.277088472,0.146241138,0,27.68057287,6.034371169,19.60059292,51.66930313,0.738902592,92.6267178,11.25946807,"2","2","5","2","5","5","3","3",2,"Lithocarpus glaber","A","O20",2,"Lithocarpus glaber O20","Lithocarpus glaber 2"
"2419",1046,1.169929104,6.128658219,4.958729115,0.691150384,0.23090706,0.588813003,0,6.034371169,0,0.23090706,1.943860454,"2","5","5","5","5","2","5","2",2,"Lithocarpus glaber","A","O20",1,"Lithocarpus glaber O20","Lithocarpus glaber 1"
"2420",1046,6.128658219,23.28312855,17.154470331,11.66316273,8.416562338,2.3090706,0,69.94944539,0,1.293079536,6.358583531,"2","5","5","5","5","2","5","2",2,"Lithocarpus glaber","A","O20",2,"Lithocarpus glaber O20","Lithocarpus glaber 2"
"2421",1046,23.28312855,61.47900474,38.19587619,36.44738352,17.3180295,8.004778081,0,369.8361412,0,7.542963961,13.06706194,"2","5","5","5","5","2","5","2",2,"Lithocarpus glaber","A","O20",3,"Lithocarpus glaber O20","Lithocarpus glaber 3"
"2422",1046,61.47900474,171.4484921,109.96948736,118.1867156,30.20264345,9.975184994,0,1152.280108,0,12.06874234,29.93113131,"2","5","5","5","5","2","5","2",2,"Lithocarpus glaber","A","O20",4,"Lithocarpus glaber O20","Lithocarpus glaber 4"
"2423",1046,171.4484921,349.5471075,178.0986154,319.6440934,57.63440219,14.18346616,0,1784.311216,0,0.625373288,33.27889098,"2","5","5","5","5","2","5","2",2,"Lithocarpus glaber","A","O20",5,"Lithocarpus glaber O20","Lithocarpus glaber 5"
"2424",1046,349.5471075,375.9022621,26.3551546,390.2456451,123.9201222,20.7816354,0,2983.965755,0,0.677327376,52.97019738,"2","5","5","5","5","2","5","2",2,"Lithocarpus glaber","A","O20",6,"Lithocarpus glaber O20","Lithocarpus glaber 6"
"2425",1047,6.034371169,69.94944539,63.915074221,0.23090706,0.588813003,3.576703236,1.169929104,0.138544236,0.23090706,1.943860454,0,"5","5","2","5","5","5","2","5",2,"Lithocarpus glaber","A","O20",1,"Lithocarpus glaber O20","Lithocarpus glaber 1"
