"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_lik[4268]",-6.63500222876277,0.000779859141205169,0.094282472294662,-6.85208974619991,-6.6917205732696,-6.62446301826472,-6.56656665318429,-6.48162621523805,14616.0355285136,1.00014698140551
"log_lik[4269]",-2.37615593186427,0.00161012196520824,0.148361037022248,-2.71563751425768,-2.46227555485989,-2.35591833647204,-2.26578870095493,-2.15364901266164,8490.28309415942,0.999891116286182
"log_lik[4270]",-3.11733491430531,0.00261330495516962,0.249788607708242,-3.66004248922156,-3.27663057507359,-3.09327751212578,-2.93498305262936,-2.69246296210582,9136.18890534453,0.999882604688017
"log_lik[4271]",-8.0744360039231,0.00174476542468592,0.212734314789568,-8.51559929723086,-8.21081269391041,-8.06599355322825,-7.92868606406396,-7.67803968374802,14866.235377332,0.99986233504413
"log_lik[4272]",-7.46392393818446,0.00021918726941482,0.0209534253982674,-7.51473050230359,-7.47394348487111,-7.46040624257772,-7.4497552421393,-7.43335183012085,9138.59451057937,1.00014467389318
"log_lik[4273]",-8.26650238082335,0.000308633380186276,0.0357273317765417,-8.35209644303158,-8.28657172109051,-8.26029935226585,-8.24037153462185,-8.2143935294249,13400.3263547301,0.999943939498379
"log_lik[4274]",-3.71376974062136,0.000493315381255404,0.0472824277695603,-3.84400249259036,-3.72916580987428,-3.69908279536,-3.68311171739283,-3.66412171988317,9186.50302079655,0.999932384618437
"log_lik[4275]",-7.93423738118286,0.000611632898650187,0.060416879732127,-8.09541166819712,-7.95858940369238,-7.91613921709636,-7.89214562603331,-7.86924125033985,9757.41798632778,1.00023677919902
"log_lik[4276]",-8.45247657209092,0.00104105321843971,0.104236348580054,-8.70432190419642,-8.50981250410635,-8.43345145408079,-8.37300506652915,-8.3123075042081,10025.1877980387,1.00013328975193
"log_lik[4277]",2.92634730981028,0.0569047235073261,1.54848905976987,0.335040910145744,1.3203088254128,3.72112063525571,4.17253061025045,4.28942015338209,740.490766924398,1.00203423426282
"log_lik[4278]",-1.60128114911665,0.00101407305228989,0.0669971893083222,-1.76412130458091,-1.63834201477037,-1.58970175341209,-1.55076762441963,-1.50815607146505,4364.90386193149,1.00014810680684
"log_lik[4279]",-4.45517440955502,0.0015638769968684,0.123282128379606,-4.7204216614959,-4.53192233109906,-4.44690219139575,-4.36682210438426,-4.24382889354219,6214.34075971625,1.00081251578266
"log_lik[4280]",-6.81303848979282,0.00095074276073992,0.11565991769674,-7.05964308633727,-6.88625434989448,-6.80550828689248,-6.73228044551587,-6.60617417891185,14799.2498875928,0.999874600816977
"log_lik[4281]",-7.29906811352374,0.000347022507879816,0.0397960044117899,-7.39175176344395,-7.32197199582487,-7.29336038302375,-7.26969511754973,-7.23844511132294,13151.1476168099,1.00070912015233
"log_lik[4282]",-9.63092664160169,0.00120293187434432,0.151470921582983,-9.95467683014449,-9.72643034260142,-9.62337242510737,-9.52561909929283,-9.35700205235755,15855.3732536458,0.999992479855815
"log_lik[4283]",-4.8944474344462,0.00202362714736149,0.160679145326259,-5.23551805752295,-4.9944987397745,-4.885983332016,-4.78055630758444,-4.6099072817614,6304.60717855435,1.00075968162916
"log_lik[4284]",-6.40879393864587,0.00064075844612269,0.0769414731254907,-6.57616368328879,-6.45670646131583,-6.40215153909513,-6.35402583682678,-6.27716160503363,14418.9061502655,0.999856796993872
"log_lik[4285]",-7.65515682926323,0.000484712231569554,0.0531320405270208,-7.77610687872547,-7.68591405585346,-7.64804919479879,-7.61674956628085,-7.5709160313082,12015.5881018904,1.00057857928921
"log_lik[4286]",-8.36175108866721,0.000290260016172173,0.0330991989139872,-8.44169878337576,-8.37987975359318,-8.35580616992302,-8.33771590028327,-8.31378014330951,13003.5081878166,0.999934037296413
"log_lik[4287]",0.811664770885991,0.00553967851324442,0.62098137465133,-0.969592388391085,0.677177079624532,1.055771786709,1.20083499600882,1.24834840934457,12565.7387183111,1.0003910466645
"log_lik[4288]",-4.1545747629414,0.00087564987956428,0.0885484608839924,-4.35321500784649,-4.20868334675217,-4.14685846697627,-4.09190662329696,-4.00468271084411,10225.88840915,0.999821578193413
"log_lik[4289]",-5.609641424808,0.000477262856144478,0.0464429175807301,-5.72028215829998,-5.6349593666939,-5.60136073047558,-5.5755964135359,-5.54352809644441,9469.42737161625,1.00083088476852
"log_lik[4290]",-6.64358780746192,0.000219843794330719,0.0222708843691755,-6.70108124555442,-6.65291476455399,-6.63939214700291,-6.62888683411124,-6.61225148125649,10262.3424804774,0.999962648803674
"log_lik[4291]",-1.94945447151226,0.00136153225375539,0.0942124356813058,-2.15691929208462,-2.00671464234268,-1.94057147631214,-1.88105898571372,-1.7963792887959,4788.07115416525,1.00014596591571
"log_lik[4292]",-5.83452201390328,0.0029469120558927,0.207496973324092,-6.26874775335783,-5.96502688437167,-5.82647281289197,-5.68902340069855,-5.4586173093255,4957.80203573336,1.00090638406084
"log_lik[4293]",-6.35882278066958,0.000313922171995705,0.0355967036111171,-6.44225280438428,-6.37932754446502,-6.35368211437813,-6.33254996406083,-6.30485115563137,12858.0640255196,0.999842453036448
"log_lik[4294]",-7.34292687208556,0.000511440129844812,0.0585793578132089,-7.47350635905021,-7.37865201098622,-7.33726178320059,-7.30054905062625,-7.2456300824646,13118.966084317,1.00073861531703
"log_lik[4295]",-8.20753092281585,0.000185614820322444,0.0188155412641509,-8.25438735337998,-8.21647832953305,-8.20469475130956,-8.19502956775177,-8.1793040332128,10275.6223259773,0.999913604032384
"log_lik[4296]",-6.42556799322991,0.00548848241730959,0.603649279214632,-7.64420104851705,-6.82441403242972,-6.4199738863757,-6.01259895036373,-5.25173284224284,12096.641732415,0.999898730144694
"log_lik[4297]",-6.08314816107977,0.00246873602060118,0.281301921928764,-6.71789948648422,-6.24728081283611,-6.04776784404581,-5.88492859084309,-5.63518373252735,12983.6288206652,0.999973431025865
"log_lik[4298]",-6.82936128978864,0.00106919336809352,0.109976762397377,-7.10765949498037,-6.88292797956148,-6.80538158114807,-6.7473437167656,-6.69294563745162,10580.0896606805,1.00024174525938
"log_lik[4299]",-8.25601917168151,0.00188893730504322,0.198259997401811,-8.73927885083173,-8.36356402147971,-8.22304247658231,-8.11250120187539,-7.96706075658354,11016.2835295426,0.999923521767331
"log_lik[4300]",-4.22807686880071,0.00242419929739687,0.238040877684773,-4.71904147526286,-4.37930862103623,-4.22022935747056,-4.06256641279299,-3.78392065085966,9641.9848272289,0.999803545920948
"log_lik[4301]",-4.13916705962441,0.00124673847383195,0.117428291702054,-4.41395810022747,-4.2085889508424,-4.12201669110102,-4.04953248208112,-3.9663190864595,8871.45312820871,0.999831601130854
"log_lik[4302]",-4.04572022677563,0.00206219806043395,0.189434068091536,-4.48891259767426,-4.16182448948463,-4.01695407913597,-3.9008903402467,-3.77383125894774,8438.30897877284,0.999793629936102
"log_lik[4303]",-2.74301837218428,0.00244066065690473,0.214805001112828,-3.17834942520833,-2.88436544930935,-2.73691070718736,-2.59659833129556,-2.33726748724001,7745.93727766974,1.00024321425456
"log_lik[4304]",-9.52074722820461,0.00678935506627733,0.560043545723063,-10.629589046175,-9.89677877524763,-9.50714821440132,-9.13154313352521,-8.4561061315097,6804.348509583,1.000374749504
"log_lik[4305]",-11.4437020609512,0.00409850774465825,0.448151801954111,-12.3681147606633,-11.7327936409204,-11.4259756237029,-11.1394666813924,-10.5895575869965,11956.3542429857,0.999844943548271
"log_lik[4306]",-6.62090295999038,0.000220728652536317,0.0204006703285698,-6.67064356404233,-6.63043780608972,-6.61749998547979,-6.60737015525899,-6.59135967095569,8542.23375126466,1.00012758494845
"log_lik[4307]",-7.51835600060014,0.000339769174285535,0.0406036643083664,-7.61511325556811,-7.54099492519009,-7.51138326480548,-7.48853607063831,-7.45912253637857,14281.1278668696,0.999994834747588
"log_lik[4308]",-3.77276301341486,0.00123698738129611,0.104618998869173,-4.00596814046627,-3.8360320069018,-3.76425899619085,-3.69806892027331,-3.59620006056567,7153.03880266261,1.00066165011672
"log_lik[4309]",-5.16293225317332,0.000169321539366428,0.0149375749241061,-5.19667801419087,-5.17110564766788,-5.16145714814324,-5.15286069277491,-5.13841981112441,7782.79832869889,0.999922516707934
"log_lik[4310]",-7.26928974516143,0.000616363475625535,0.0729340294560248,-7.42766692576274,-7.31432248688323,-7.26288268885043,-7.21759418946851,-7.14342167989576,14001.8888340848,0.999948168117382
"log_lik[4311]",-7.98025629981216,0.000616897316295992,0.0691386196706217,-8.13177963999297,-8.02356572781574,-7.97513095978238,-7.93071361107197,-7.86046273223516,12560.752193172,1.00059908470406
"log_lik[4312]",-8.59495849109244,0.000778447059324964,0.0957372102123685,-8.80018031353291,-8.65544878180881,-8.58817621071411,-8.52792192318397,-8.42305819200354,15125.2781918536,0.99997080709738
"log_lik[4313]",-6.14244524231647,0.00388466924063383,0.35092059095668,-6.90223173613943,-6.36038269400627,-6.11817958848953,-5.89879562699141,-5.51857925494003,8160.36548889844,0.999932180528282
"log_lik[4314]",-6.43088013347565,0.00176668767741545,0.182319056588464,-6.86724948209735,-6.53142797548581,-6.40154741262734,-6.29877342046996,-6.16448281117127,10649.8764644964,0.999987902898095
"log_lik[4315]",-12.2978900595887,0.0127038712684709,0.843968469877782,-14.0024134376268,-12.8554607235499,-12.2754175634744,-11.7191965326657,-10.7031565309415,4413.4709804428,1.00006101997925
"log_lik[4316]",-8.71591969614813,0.000165751560612076,0.0149128924400584,-8.74997794854609,-8.72433488491331,-8.71450214841623,-8.7057907259508,-8.69072340173387,8094.84465368949,1.00009199115504
"log_lik[4317]",-9.16393866366988,0.000152782982694424,0.0140895980142945,-9.19523863171278,-9.17211074856129,-9.16298298663598,-9.15442543721788,-9.1396165033293,8504.46966995851,0.999857352602211
"log_lik[4318]",-5.05047293724701,0.00272345056143991,0.185526932868783,-5.46476211788013,-5.16202194689164,-5.02901636610595,-4.91905291068395,-4.74596109259107,4640.60857100379,1.00204609043166
"log_lik[4319]",-6.7724148314228,0.00429681511570173,0.293690289540274,-7.37755403530716,-6.96230692712798,-6.76435741568117,-6.57120625128906,-6.2241313472773,4671.81719187721,1.00042057666831
"log_lik[4320]",-8.57571048600319,0.00504339044667063,0.324166120910111,-9.28945335324104,-8.77847916050402,-8.54910273848762,-8.34493704983928,-8.01702965527407,4131.33169929782,1.00006892118945
